Job ID,Job Title,Department,Job Category,Job Subcategory,Education Requirement,Certification Required,Experience Level,Fellowship Required,Key Skills,Tools Used,Work Setting,Job Description,Growth Outlook,Minimum salary,Maximum salary, 
RHEUM-030,Physical Therapist - Rheumatology,Rheumatology,Clinical,Physical Therapist,DPT,"PT License, BLS",Mid-Level,No,"Joint mobility, Exercise therapy, Pain management, Functional assessment","Exercise equipment, Modalities, Assessment tools, EMR systems","Rehabilitation Center, Outpatient Clinic, Hospital","Provides specialized physical therapy services for rheumatology patients to improve joint function, reduce pain, and enhance mobility.",High,75000,95000, 
RHEUM-030,Physical Therapist - Rheumatology,Rheumatology,Clinical,Physical Therapist,DPT,"PT License, BLS",Mid-Level,No,"Joint mobility, Exercise therapy, Pain management, Functional assessment","Exercise equipment, Modalities, Assessment tools, EMR systems","Rehabilitation Center, Outpatient Clinic, Hospital","Provides specialized physical therapy services for rheumatology patients to improve joint function, reduce pain, and enhance mobility.",High,75000,95000, 
ANES-001,Anesthesiologist,Anesthesiology,Clinical,Attending Physician,MD/DO,Board Certification in Anesthesiology,Senior,No,"General anesthesia, Regional anesthesia, Airway management, Hemodynamic monitoring","Anesthesia machines, Monitors, Laryngoscopes, Ultrasound","Operating Room, ICU",Provides anesthesia care for surgical procedures and manages perioperative patient care,High,350000,450000, 
ANES-002,Cardiac Anesthesiologist,Anesthesiology,Clinical,Subspecialist Physician,MD/DO,Board Certification + Cardiac Anesthesia Fellowship,Senior,Yes,"Cardiac anesthesia, TEE, Hemodynamic management, CPB management","TEE probes, Cardiac monitors, IABP, ECMO","Cardiac OR, Cardiac ICU",Specializes in anesthesia for cardiac and thoracic surgical procedures,High,400000,500000, 
ANES-003,Pediatric Anesthesiologist,Anesthesiology,Clinical,Subspecialist Physician,MD/DO,Board Certification + Pediatric Anesthesia Fellowship,Senior,Yes,"Pediatric airway management, Age-specific dosing, Developmental considerations","Pediatric anesthesia equipment, Specialized monitors, Warming devices","Pediatric OR, NICU",Provides anesthesia care specifically for pediatric patients from neonates to adolescents,High,375000,475000, 
ANES-004,Certified Registered Nurse Anesthetist (CRNA),Anesthesiology,Clinical,Advanced Practice Nurse,MSN/DNP,NBCRNA Certification,Mid-Level,No,"Anesthesia administration, Patient assessment, Airway management, Pharmacology","Anesthesia machines, Monitors, Intubation equipment, IV pumps","Operating Room, Outpatient Surgery",Administers anesthesia under supervision or independently based on state regulations,High,180000,250000, 
ANES-005,Anesthesia Resident,Anesthesiology,Clinical,Resident Physician,MD/DO,Medical License,Junior,No,"Basic anesthesia techniques, Patient monitoring, Medical knowledge","Anesthesia machines, Basic monitors, Stethoscope","Operating Room, ICU",Physician in training learning anesthesia under supervision of attending anesthesiologists,Moderate,55000,65000, 
ANES-006,Anesthesia Technician,Anesthesiology,Support,Technical Support,High School + Technical Training,Anesthesia Technician Certification,Mid-Level,No,"Equipment maintenance, Inventory management, Safety protocols","Anesthesia machines, Medical gas systems, Cleaning equipment","Operating Room, Equipment Storage",Maintains and prepares anesthesia equipment and assists with patient positioning,Moderate,45000,65000, 
ANES-007,Anesthesia Assistant,Anesthesiology,Support,Clinical Support,Bachelor + AA Program,NCCAA Certification,Mid-Level,No,"Patient care assistance, Equipment operation, Clinical support","Monitoring equipment, IV supplies, Airway devices","Operating Room, Recovery Room",Assists anesthesiologists with patient care and equipment management during procedures,Moderate,65000,85000, 
ANES-008,Pain Management Specialist,Anesthesiology,Clinical,Subspecialist Physician,MD/DO,Board Certification + Pain Medicine Fellowship,Senior,Yes,"Interventional procedures, Chronic pain management, Nerve blocks","Fluoroscopy, Ultrasound, Injection equipment, EMG","Pain Clinic, Outpatient Surgery",Specializes in diagnosis and treatment of chronic pain conditions using interventional techniques,High,400000,550000, 
ANES-009,Anesthesia Nurse,Anesthesiology,Clinical,Registered Nurse,BSN,RN License + ACLS,Mid-Level,No,"Patient assessment, IV insertion, Medication administration, Recovery care","Monitors, IV pumps, Defibrillators, Pulse oximeters","Operating Room, PACU","Provides nursing care to patients before, during, and after anesthesia administration",High,70000,90000, 
ANES-010,Obstetric Anesthesiologist,Anesthesiology,Clinical,Subspecialist Physician,MD/DO,Board Certification + OB Anesthesia Fellowship,Senior,Yes,"Epidural anesthesia, Spinal anesthesia, Emergency C-section, Maternal-fetal medicine","Epidural kits, Spinal needles, Ultrasound, Fetal monitors","Labor & Delivery, Obstetric OR",Specializes in anesthesia for obstetric procedures and pain management during labor,High,380000,480000, 
ANES-011,Neuroanesthesiologist,Anesthesiology,Clinical,Subspecialist Physician,MD/DO,Board Certification + Neuroanesthesia Fellowship,Senior,Yes,"Craniotomy anesthesia, ICP monitoring, Awake craniotomy, Neuromonitoring","Neuromonitoring equipment, ICP monitors, Specialized positioning devices","Neurosurgery OR, Neuro ICU",Provides anesthesia for neurosurgical procedures with specialized brain and spine considerations,Moderate,410000,510000, 
ANES-012,Anesthesia Department Manager,Anesthesiology,Administrative,Department Management,MBA or Healthcare Administration,Healthcare Management Certification,Senior,No,"Staff management, Budget planning, Quality assurance, Regulatory compliance","EMR systems, Scheduling software, Budget management tools","Hospital Administration, Operating Room","Manages operations, staff, and resources for the anesthesia department",Moderate,120000,180000, 
ANES-013,Regional Anesthesiologist,Anesthesiology,Clinical,Subspecialist Physician,MD/DO,Board Certification + Regional Anesthesia Fellowship,Senior,Yes,"Nerve blocks, Regional techniques, Ultrasound guidance, Peripheral nerve stimulation","Ultrasound machines, Nerve stimulators, Block needles, Catheter insertion kits","Operating Room, Block Room",Specializes in regional anesthesia techniques and nerve blocks for surgical procedures,High,390000,490000, 
ANES-014,ICU Anesthesiologist,Anesthesiology,Clinical,Subspecialist Physician,MD/DO,Board Certification + Critical Care Fellowship,Senior,Yes,"Critical care medicine, Ventilator management, Hemodynamic support, Sedation protocols","Ventilators, Hemodynamic monitors, ECMO, Dialysis machines","ICU, Critical Care Unit",Provides anesthesia expertise in intensive care settings and manages critically ill patients,High,400000,500000, 
ANES-015,Anesthesia Fellow,Anesthesiology,Clinical,Fellowship Trainee,MD/DO + Anesthesia Residency,Board Eligibility,Mid-Level,Yes,"Subspecialty training, Advanced procedures, Research participation","Specialized equipment per subspecialty, Research tools","Specialized OR, Research Lab",Advanced training in anesthesia subspecialties under supervision of attending physicians,Moderate,65000,75000, 
ANES-016,Anesthesia Pharmacist,Anesthesiology,Clinical,Clinical Pharmacist,PharmD,Board Certification in Pharmacotherapy,Senior,No,"Medication management, Drug interactions, Dosage calculations, Pharmacokinetics","Pharmacy systems, Drug reference databases, Calculators","Hospital Pharmacy, Operating Room",Provides pharmaceutical expertise for anesthesia medications and patient safety,Moderate,120000,150000, 
ANES-017,Anesthesia Quality Coordinator,Anesthesiology,Administrative,Quality Assurance,BSN or Healthcare Administration,Quality Management Certification,Mid-Level,No,"Quality improvement, Data analysis, Risk management, Process optimization","Quality management software, Statistical analysis tools, EMR systems","Hospital Administration, Operating Room",Monitors and improves quality metrics for anesthesia services and patient safety outcomes,Moderate,80000,110000, 
ANES-018,Anesthesia Scheduler,Anesthesiology,Administrative,Scheduling Coordinator,High School + Administrative Training,Medical Administrative Certification,Junior,No,"Scheduling coordination, Communication, Medical terminology, Software proficiency","Scheduling software, Phone systems, EMR systems, Spreadsheets","Hospital Administration, Operating Room",Coordinates anesthesia provider schedules and manages call assignments for optimal coverage,Low,35000,50000, 
ANES-019,Perfusionist,Anesthesiology,Clinical,Cardiac Support Specialist,Bachelor + Perfusion Program,CCP Certification,Senior,No,"Cardiopulmonary bypass, ECMO operation, Blood management, Hemodynamic monitoring","Heart-lung machines, ECMO circuits, Blood gas analyzers, Perfusion pumps","Cardiac OR, Cardiac ICU",Operates heart-lung machines and provides cardiopulmonary bypass support during cardiac surgery,High,100000,140000, 
ANES-020,Anesthesia Clinical Research Coordinator,Anesthesiology,Administrative,Research Coordinator,Bachelor in Life Sciences,Clinical Research Certification,Mid-Level,No,"Research protocols, Data collection, Regulatory compliance, Patient recruitment","Research databases, Statistical software, Electronic data capture systems","Research Lab, Clinical Areas",Coordinates clinical research studies related to anesthesia and pain management,Moderate,60000,85000, 
ANES-021,Anesthesia Medical Student,Anesthesiology,Clinical,Student Trainee,Medical School Student,Medical Student Status,Junior,No,"Basic medical knowledge, Observation skills, Patient interaction, Learning","Stethoscope, Basic monitors, Medical textbooks, Simulation equipment","Operating Room, Classroom",Medical student rotating through anesthesia department for educational experience,Low,0,500, 
ANES-022,Anesthesia Equipment Specialist,Anesthesiology,Support,Biomedical Equipment,Associate Degree + Technical Training,Biomedical Equipment Certification,Mid-Level,No,"Equipment repair, Preventive maintenance, Technical troubleshooting, Safety testing","Repair tools, Testing equipment, Calibration devices, Computer diagnostics","Equipment Room, Operating Room","Maintains, repairs, and calibrates anesthesia and monitoring equipment",Moderate,55000,75000, 
ANES-023,Anesthesia Billing Specialist,Anesthesiology,Administrative,Revenue Cycle,High School + Medical Billing Training,Medical Billing Certification,Mid-Level,No,"Medical coding, Insurance processing, Claims management, Billing software","Billing software, EMR systems, Coding references, Computer systems","Hospital Administration, Billing Department",Processes billing and insurance claims for anesthesia services,Low,40000,60000, 
ANES-024,Transplant Anesthesiologist,Anesthesiology,Clinical,Subspecialist Physician,MD/DO,Board Certification + Transplant Experience,Senior,Yes,"Transplant anesthesia, Organ preservation, Complex fluid management, Multi-organ procedures","Advanced monitors, Cell salvage systems, Massive transfusion protocols, Specialized IV access","Transplant OR, Transplant ICU",Provides anesthesia for organ transplant procedures with complex physiological considerations,High,420000,520000, 
